,year,recip,item,giver,reason
10,2015,"The Honorable Barack Obama, President of the United States","35″  x  43″ framed painting of shapes and lines in blue, grey, black, and purple. Brown leather portfolio. Rec'd—4/20/2015. Est. Value—$1,040.00. Disposition—National Archives and Records Adminsitration","His Highness Sheikh Mohammed Bin Zayed Al Nahyan, Crown Prince of Abu Dhabi",Non-acceptance would cause embarrassment to donor and U.S. Government.
11,2015,"The Honorable Barack Obama, President of the United States","GPS solar analog wristwatch with steel link band, charcoal dial, and solar panel face. Rec'd—4/27/2015. Est. Value—$1,722.00. Disposition—National Archives and Records Administration","His Excellency Shinzo Abe, Prime Minister of Japan",Non-acceptance would cause embarrassment to donor and U.S. Government.
12,2015,"The Honorable Barack Obama, President of the United States","36″ sword with handle made of mother-of-pearl and gold and a sheath of ruby-encrusted gold and handmade silver detail. Rec'd—5/13/2015. Est. Value—$87,900.00. Disposition—National Archives and Records Administration","His Royal Highness Mohammed bin Naif bin Abdulaziz Al Saud, Crown Prince, Deputy Prime Minister, and Minister of Interior of the Kingdom of Saudi Arabia",Non-acceptance would cause embarrassment to donor and U.S. Government.
13,2015,"The Honorable Barack Obama, President of the United States",Sterling silver coffee pot with beaded handle. Six small porcelain coffee cups. Two glass jars with silver lids. Box of assorted dates. Rec'd—5/13/2015. Est. Value—$502.50. Disposition—National Archives and Records Administration. Perishable items handled pursuant to United States Secret Service policy,"His Highness Sheikh Mohammed Bin Zayed Al Nahyan, Crown Prince of Abu Dhabi",Non-acceptance would cause embarrassment to donor and U.S. Government.
14,2015,"The Honorable Barack Obama, President of the United States","Large sterling silver coffee pot with detailed engravings. Rec'd—5/13/2015. Est. Value—$1,900.00. Disposition—National Archives and Records Adminstration","His Highness Sayyid Fahd Bin Mahmoud Al Said, Deputy Prime Minister for the Council of Ministers of the Sultanate of Oman",Non-acceptance would cause embarrassment to donor and U.S. Government.
15,2015,"The Honorable Barack Obama, President of the United States","24″  x  15″ silver-coated resin sculpture of camels and Bedouin on a green marble base. Rec'd—5/14/2015. Est. Value—$42,000.00. Disposition -National Archives and Records Administration","His Highness Sheikh Sabah Al-Ahmed Al-Jaber Al-Sabah, Amir of the State of Kuwait",Non-acceptance would cause embarrassment to donor and U.S. Government.
16,2015,"The Honorable Barack Obama, President of the United States","Sterling silver sphere that opens to display a clock under a magnifying glass on a wooden pedestal. Rec'd—5/14/2015. Est. Value—$10,064.00. Disposition —National Archives and Records Administration","His Royal Highness Salman Bin Hamad Al Khalifa, Crown Prince of the Kingdom of Bahrain",Non-acceptance would cause embarrassment to donor and U.S. Government.
17,2015,"The Honorable Barack Obama, President of the United States",31″  x  42″ framed pencil sketch portrait of President Obama. Rec'd—5/14/2015. Est. Value—$550.00. Disposition—National Archives and Records Administration.,"His Excellency Lieutenant General Dr. Seretse Khama Ian Khama, President of the Republic of Botswana",Non-acceptance would cause embarrassment to donor and U.S. Government.
18,2015,"The Honorable Barack Obama, President of the United States","9″ gold-plated mechanical bird of a Common Chiffchaff that tweets, turns, and flaps its wings once per hour. Rec'd—5/14/2015. Est. Value—$110,000.00. Disposition—National Archives and Records Administration","His Highness Sheikh Tamim bin Hamad Al Thani, Emir of the State of Qatar",Non-acceptance would cause embarrassment to donor and U.S. Government.
19,2015,"The Honorable Barack Obama, President of the United States","12″ miniature replica palm tree made of silver filigree on a marble base. Rec'd—5/21/2015. Est. Value—$1,900.00. Disposition—National Achives and Records Administration","His Excellency Beji Caid Essebsi, President of the Republic of Tunisia",Non-acceptance would cause embarrassment to donor and U.S. Government.
20,2015,"The Honorable Barack Obama, President of the United States","Personalized bicycle made of black metal with bell. 10″  x  12″ framed inscribed photograph of the King and Queen of the Netherlands. Rec'd—5/31/2015. Est. Value—$1,600.00. Disposition—National Archives and Records Administration","His Majesty King Willem-Alexander, King of the Netherlands",Non-acceptance would cause embarrassment to donor and U.S. Government.
21,2015,"The Honorable Barack Obama, President of the United States","Gold-tone cufflinks engraved with Bavarian coat of arms. 20″ carved wooden statue of a barefoot man with a walking stick and red satchel. Trekking poles with wristbands attached at the top. Black traditional Bavarian jacket with green collar. Brown leather hiking boots. Black hiking socks. Rec'd—6/7/2015. Est. Value—$1,928.71. Disposition—National Archives and Records Administration","His Excellency Horst Seehofer, Minister-President of Bavaria",Non-acceptance would cause embarrassment to donor and U.S. Government.
22,2015,"The Honorable Barack Obama, President of the United States",Ballpoint pen. Silver pocketwatch. USB drive. Rec'd—6/10/2015. Est. Value—$440.99. Disposition—National Archives and Records Administration. USB drive handle pursuant to United States Secret Service policy,"Dr. Saleem Al-Jabouri, Speaker of the Council of Representatives of the Republic of Iraq",Non-acceptance would cause embarrassment to donor and U.S. Government.
23,2015,"The Honorable Barack Obama, President of the United States",Warm-up jacket for the Brazil Olympic Team. Rio 2016 white t-shirt. Book set of Brazilian classic literature in green leather-bound volumes. Silvertone cufflinks. Rec'd—6/30/2015. Est. Value—$695.50. Disposition—National Archives and Records Administration,"Her Excellency Dilma Rousseff, President of the Federative Republic of Brazil",Non-acceptance would cause embarrassment to donor and U.S. Government.
24,2015,"The Honorable Barack Obama, President of the United States","7' diameter circular leather mat with geometric pattern. Three 28″ diameter leather covers for seating pads. Rec'd—7/19/2015. Est. Value—$2,260.00. Disposition—National Archives and Records Administration","His Excellency Muhammadu Buhari, President of the Federal Republic of Nigeria",Non-acceptance would cause embarrassment to donor and U.S. Government.
25,2015,"The Honorable Barack Obama, President of the United States",Two 41″  x  29″ framed photographs of then-Senator Obama's 2006 visit to Ethiopia. Body sash in the colors of the Ethiopian flag. 16″  x  20″ black and silver Amharic number script art. Blue and silver neck tie with Amharic numbers. Rec'd—7/27/2015. Est. Value—$747.95. Disposition—National Archives and Records Administration,"His Excellency Hailemariam Desalegn, Prime Minister of the Federal Democratic Republic of Ethiopia",Non-acceptance would cause embarrassment to donor and U.S. Government.
26,2015,"The Honorable Barack Obama, President of the United States","
                                Book, title: 
                                Kenya.
                                 Book, title: 
                                Kenya the Beautiful.
                                 12″  x  17″ miniature model of an elephant named Ahmed, known as the “King of Marsabit.” 31″  x  25″ painted black and white portrait of the First Family. 36″  x  25″ painted black and white portrait of President Obama. 24″  x  34″ framed oil painting of lions approaching zebras on the African plain. Rec'd—7/27/2015. Est. Value—$3,264.46. Disposition—National Archives and Records Administration
                            ","His Excellency Uhuru Kenyatta, President of the Republic of Kenya",Non-acceptance would cause embarrassment to donor and U.S. Government.
27,2015,"The Honorable Barack Obama, President of the United States","
                                13″  x  10″ silver-tone plate with etching of Angkor Wat. Book, title: 
                                Cambodia's Birds
                                . Rec'd—8/3/2015. Est. Value—$421.32. Disposition—National Archives and Records Administration
                            ","His Excellency Chum Bun Rong, Ambassador of the Kingdom of Cambodia to the United States",Non-acceptance would cause embarrassment to donor and U.S. Government.
28,2015,"The Honorable Barack Obama, President of the United States","66″  x  22″ framed parchment scroll with hand-painted calligraphy. Rec'd—8/4/2015. Est. Value—$1,200.00. Disposition—National Archives and Records Administration","His Excellency Ban Ki-moon, Secretary-General of the United Nations",Non-acceptance would cause embarrassment to donor and U.S. Government.
29,2015,"The Honorable Barack Obama, President of the United States","26″  x  22″ hand-made and specially commissioned bronze sculpture depicting two horses, one rearing and unsaddled and one standing and saddled, made with gold-plated sterling silver, diamonds, tsavorites, yellow sapphires, rubies, and obsidian mounted on a piano black lacquer rotating base. Chronometer shaped like a large winch from wooden sail ships with gold-plated casing, brass dial, crystal glass, and detail along the sides naming celebrated ships that made significant voyages. Set of ten golf irons. Leather golf bag with white stitching. Rec'd—9/3/2015. Est. Value—$522,972.00. Disposition—National Archives and Records Administration","The Custodian of the Two Holy Mosques Salman bin Abdulaziz Al Saud, King of the Kingdom of Saudi Arabia",Non-acceptance would cause embarrassment to donor and U.S. Government.
30,2015,"The Honorable Barack Obama, President of the United States","13.5″ painted ebony wooden hand lantern. 18″  x  27″ framed relief art of a woman carrying a basket on her shoulder. Ten pieces of Dutch cloth of varied patterns and colors. Twenty-nine table linen sets of various colors, each including a table cloth, a table runner, and place mats. Twelve bottles of champagne. Rec'd—9/9/2015. Est. Value—$9,054.88. Disposition—National Archives and Records Administration","His Excellency Thomas Boni Yayi, President of the Republic of Benin",Non-acceptance would cause embarrassment to donor and U.S. Government.
31,2015,"The Honorable Barack Obama, President of the United States","
                                15″  x  61″  x  12″ bronze sculpture of five oxen facing different directons along a plank with a plaque describing the artwork's significance. Book, title: 
                                Friends of the Chinese People—Commemorative Stamps.
                                 Book, title: 
                                For Justice and Peace
                                . Rec'd—9/25/2015. Est. Value—$3,840.00. Disposition—National Archives and Records Administration
                            ","His Excellency Xi Jinping, President of the People's Republic of China",Non-acceptance would cause embarrassment to donor and U.S. Government.
32,2015,"The Honorable Barack Obama, President of the United States","14″ large silver teapot with ornate vine design, the symbol of Brunei on the side, a felt bottom, a lid with a knob, and a pivoting handle. Rec'd—10/1/2015. Est. Value—$790.00. Disposition—National Archives and Records Administration","His Majesty Sultan Haji Hassanal Bolkiah Mu'izzaddin Waddaulah, Sultan and Yang Di-Pertuan of Brunei Darussalam",Non-acceptance would cause embarrassment to donor and U.S. Government.
33,2015,"The Honorable Barack Obama, President of the United States","Men's stainless steel watch with leather band. Soccer ball in German National Team colors signed by the team. German National Team World Cup soccer jersey. Rec'd—10/6/2015. Est. Value—$2,659.99. Disposition—National Archives and Records Administration","His Excellency Joachim Gauck, President of the Federal Republic of Germany",Non-acceptance would cause embarrassment to donor and U.S. Government.
34,2015,"The Honorable Barack Obama, President of the United States","13″  x  13″  x  8″ Kismet chest decorated in multicolored glass. Rec'd -10/16/2015. Est. Value—$2,950.00. Disposition—National Archives and Records Administration","His Excellency Ahmet Davutoğlu, Prime Minister of the Republic of Turkey",Non-acceptance would cause embarrassment to donor and U.S. Government.
35,2015,"The Honorable Barack Obama, President of the United States","Chest of dark wood with metal corners, latch and lock, and lid decorated with an ox horn panel depicting an 18th century royal procession. Rec'd—10/16/2015. Est. Value—$2,900.00. Disposition—National Archives and Records Administration","Her Excellency Park Geun-hye, President of the Republic of Korea",Non-acceptance would cause embarrassment to donor and U.S. Government.
36,2015,"The Honorable Barack Obama, President of the United States","Cufflinks with shell design. 11' x 8' rug of multicolored silk. Four framed pictures of President Obama's mother working in Pakistan. Rec'd—10/21/2015. Est. Value—$23,615.00. Disposition—National Archives and Records Administration","His Excellency Muhammad Nawaz Sharif, Prime Minister of the Islamic Republic of Pakistan",Non-acceptance would cause embarrassment to donor and U.S. Government.
37,2015,"The Honorable Barack Obama, President of the United States",13″ diameter round tray of polished silver with engraving around the edge and four spherical legs. Rec'd—10/26/2015. Est. Value—$990.00. Disposition—National Archives and Records Administration,"His Excellency Joko Widodo, President of the Republic of Indonesia",Non-acceptance would cause embarrassment to donor and U.S. Government.
38,2015,"The Honorable Barack Obama, President of the United States","
                                Necktie of woven Turkish Kutnu fabric. Four sheets of stamps commemorating the G20 summit. Silk neck tie with Turkey G20 logo. Two cotton bathrobes with matching 55″ monogrammed towels. Book, title: 
                                A Vision of Global Peace.
                                 6.25″ silver-tone candy dish with star and crescent moon engraved into top and filled with Turkish delight candy. 12″ porcelain vase with lid. Rec'd—11/15/2015. Est. Value—$1,112.00. Disposition—National Archives and Records Administration. Perishable items handled pursuant to United States Secret Service policy
                            ","His Excellency Recep Tayyip Erdoğan, President of the Republic of Turkey",Non-acceptance would cause embarrassment to donor and U.S. Government.
39,2015,"The Honorable Barack Obama, President of the United States","20″ wood and metal sculpture of APEC member countries. 16″  x  8″ glass platter with brass banca boat handles. Tablet computer with case. Fifteen bottles of spirits. Banana chips. Chocolate-covered mangos. Rec'd—11/18/2015. Est. Value—$5,026.84. Disposition—National Archives and Records Administration. Table and perishable items handled pursuant to United States Secret Service policy","His Excellency Benigno Aquino, President of the Republic of the Philippines",Non-acceptance would cause embarrassment to donor and U.S. Government.
40,2015,"The Honorable Barack Obama, President of the United States","70″  x  104″ rug made of silk in floral pattern with tassels. Rec'd—11/20/2015. Est. Value—$1,600.00. Disposition—National Archives and Records Administration","General Raheel Sharif, Chief of Army Staff of the Islamic Republic of Pakistan",Non-acceptance would cause embarrassment to donor and U.S. Government.
41,2015,"The Honorable Barack Obama, President of the United States",6″ pewter tankard with lid. Miniature silver gong suspended by chains from two curved arms with striking mallet and stand. Leather briefcase set including black document bag with handle and combination lock. 2016 daily planner. Rec'd—11/21/2015. Est. Value—$520.00. Disposition—National Archives and Records Administration,"YAB Dato' Sri Najib bin Tun Abdul Razak, Prime Minister of Malaysia",Non-acceptance would cause embarrassment to donor and U.S. Government.
42,2015,"The Honorable Barack Obama, President of the United States","Food basket of handmade glass with blue tint. Assorted food products. Three candles. 17.5″  x  17.5″ wooden serving board with two holes on the end. Two 3.5″ small metal serving bowls. 8″  x  10″ silver-tone picture frame. Gas-powered wine system. Ten argon gas canisters. 20″  x  12″  x  12″ navy trunk. Rec'd -12/1/2015. Est. Value—$1,636.71. Disposition—National Archives and Records Administration. Food, candles, and gas canisters handled pursuant to United States Secret Service policy","His Majesty Sultan Haji Hassanal Bolkiah Mu'izzaddin Waddaulah, Sultan and Yang Di-Pertuan of Brunei Darussalem",Non-acceptance would cause embarrassment to donor and U.S. Government.
43,2015,"The Honorable Barack Obama, President of the United States","Seven boxes of cigars. Rec'd—12/9/2015. Est. Value—$4,158.00. Disposition—Handled pursuant to United States Secret Service policy",Government of the Republic of Cuba,Non-acceptance would cause embarrassment to donor and U.S. Government.
44,2015,"The Honorable Barack Obama, President of the United States",29″  x  24″ framed and matted painting of President Obama decorated with floral and animal design. Rec'd—12/27/2015. Est. Value—$460.00. Disposition—National Archives and Records Administration,"His Excellency Jalil Abbas Jilani, Ambassador of the Islamic Republic of Pakistan to the United States",Non-acceptance would cause embarrassment to donor and U.S. Government.
45,2015,"The Honorable Barack Obama, President of the United States, and Mrs. Michelle Obama","
                                4″  x  4″ 
                                Tree of Life
                                 clay figurine including members of the First Family. 4″  x  4″ 
                                President Barack Obama's Tree of Life
                                 clay figurine. 2″  x  2″ 
                                Tree of Life
                                 clay figurine including the White House and staff members. Magnifying glass. Golf ball and baseball cap signed by Mexican professional golfer. Book, title: 
                                Tribute to Lorena Ochoa.
                                . Rec'd—1/5/2015. Est. Value—$2,950.00. Disposition—National Archives and Records Administration
                            ","His Excellency Enrique Peña Nieto, President of the United Mexican States",Non-acceptance would cause embarrassment to donor and U.S. Government.
46,2015,"The Honorable Barack Obama, President of the United States, and Mrs. Michelle Obama","Two brown leather cell phone sleeves. Two tablet computer sleeves. Laptop computer sleeve. Silk tapestry in red, blue, and brown. Handmade scarf. Rec'd -2/20/2015. Est. Value—$510.00. Disposition—National Archives and Records Administration","His Excellency Kadyr Toktogulov, Ambassador of the Kyrgyz Republic to the United States",Non-acceptance would cause embarrassment to donor and U.S. Government.
47,2015,"The Honorable Barack Obama, President of the United States, and Mrs. Michelle Obama","Ten CDs of Cuban music with CD rack. Long-sleeved button down linen Guyaybera shirt. Four bottles of spirits. Box of cigars with lighter. Wooden humidor. Four bottles of floral fragrances. Rec'd—4/11/2015. Est. Value—$1,193.57. Disposition—National Archives and Records Administration. Liquids, cigars, lighter, and humidor handled pursuant to United States Secret Service policy","His Excellency Raúl Castro Ruz, President of the Republic of Cuba",Non-acceptance would cause embarrassment to donor and U.S. Government.
48,2015,"The Honorable Barack Obama, President of the United States, and Mrs. Michelle Obama","12″  x  10″ signed photograph of the King and Queen of Spain in a silver frame. Rec'd—9/15/2015. Est. Value—$1,100.00. Disposition—National Archives and Records Administration","His Majesty Felipe VI, King of Spain",Non-acceptance would cause embarrassment to donor and U.S. Government.
49,2015,"The Honorable Barack Obama, President of the United States, and Mrs. Michelle Obama",12″  x  10″ signed and framed photograph of Prince Henry of Wales. Rec'd—10/28/2015. Est. Value—$450.00. Disposition—National Archives and Records Administration,His Royal Highness Prince Henry of Wales,Non-acceptance would cause embarrassment to donor and U.S. Government.
50,2015,"Mrs. Michelle Obama, First Lady of the United States",Assorted chocolates in presentation basket. Rec'd—1/20/2015. Est. Value—$842.00. Disposition—Perishable items handled pursuant to United States Secret Service Policy,"His Majesty Mohammed VI, King of Morocco",Non-acceptance would cause embarrassment to donor and U.S. Government.
51,2015,"Mrs. Michelle Obama, First Lady of the United States",Hand-embroidered Shahmina shawl. Hand-carved wooden Jali box. Assorted Indian tea. Rec'd—1/24/2015. Est. Value—$662.00. Disposition—National Archives and Records Administration. Tea handled pursuant to United States Secret Service policy,"His Excellency Narendra Modi, Prime Minister of the Republic of India",Non-acceptance would cause embarrassment to donor and U.S. Government.
52,2015,"Mrs. Michelle Obama, First Lady of the United States","Pashmina Shawl with hand-embroidery. Specially commissioned tea set, including pot, six cups, six saucers, milk pitcher, and sugar jar. Rec'd—1/26/2015. Est. Value—$900.00. Disposition—National Archives and Records Administration","His Excellency Pranab Mukherjee, President of the Republic of India",Non-acceptance would cause embarrassment to donor and U.S. Government.
53,2015,"Mrs. Michelle Obama, First Lady of the United States","Quilt, hand-made from yellow and blue cotton fabric. Rec'd—2/27/2015. Est. Value—$450.00. Disposition—National Archives and Records Administration","Her Excellency Ellen Johnson Sirleaf, President of the Republic of Liberia",Non-acceptance would cause embarrassment to donor and U.S. Government.
54,2015,"Mrs. Michelle Obama, First Lady of the United States",4″  x  6″ framed drawing of President Obama in blue ink. 5″  x  7″ framed drawing of First Lady Michelle Obama in blue ink. Silk scarf with tassels. Rec'd—3/18/2015. Est. Value—$390.00. Disposition—National Archives and Records Administration,"Ms. Mu Sochua, Member of Parliament of the Kingdom of Cambodia",Non-acceptance would cause embarrassment to donor and U.S. Government.
55,2015,"Mrs. Michelle Obama, First Lady of the United States","Necklace of pearls and gold links. 14.5″  x  10.5″ plate of bone china, oval shape, with hand-painted image of Bo and Sunny. Rec'd—3/19/2015. Est. Value—$2,260.00. Disposition—National Archives and Records Administration","Mrs. Akie Abe, Spouse of the Prime Minister of Japan",Non-acceptance would cause embarrassment to donor and U.S. Government.
56,2015,"Mrs. Michelle Obama, First Lady of the United States","Clutch purse in graphite swirl pattern. Aluminum chrysanthemum ornament. Pet accessories set including tray, two collars, and two collar bells, made of beige leather and green thatching. Rec'd—4/27/2015. Est. Value—$413.00. Disposition—National Archives and Records Administration","Mrs. Akie Abe, Spouse of the Prime Minister of Japan",Non-acceptance would cause embarrassment to donor and U.S. Government.
57,2015,"Mrs. Michelle Obama, First Lady of the United States","Commemorative coin from the 5th Anniversary of the Proclamation of His Highness Sheikh Sabah Al-Ahmed Al-Jaber Al-Sabah as the Emir of Kuwait (2006-2011). Leather greeting card with gold lettering. Black box with gold trim. Black robe with golden embroidery. Pink robe with golden embroidery. Case of six small gold-plated silver coins issued by the Central Bank of Kuwait. Rec'd—5/14/2015. Est. Value—$3,550.00. Disposition—National Archives and Records Administration","His Highness Sheikh Sabah Al-Ahmed Al-Jaber Al-Sabah, Amir of the State of Kuwait",Non-acceptance would cause embarrassment to donor and U.S. Government.
58,2015,"Mrs. Michelle Obama, First Lady of the United States","Six porcelain plates with hand-painted designs of birds, butterflies, and flowers, applied with polished 24-carat gold. Rec'd—5/14/2015. Est. Value—$6,900.00. Disposition—National Archives and Records Administration","His Highness Sheikh Tamim bin Hamad Al Thani, Emir of the State of Qatar",Non-acceptance would cause embarrassment to donor and U.S. Government.
59,2015,"Mrs. Michelle Obama, First Lady of the United States",Personalized bicycle made of black metal with bell. Rec'd—5/31/2015. Est. Value—$975.00. Disposition—National Archives and Records Administration,"His Majesty King Willem-Alexander, King of the Netherlands",Non-acceptance would cause embarrassment to donor and U.S. Government.
60,2015,"Mrs. Michelle Obama, First Lady of the United States",Sterling silver flower dish. Rec'd—6/17/2015. Est. Value—$650.00. Disposition—National Archives and Records Administration,"His Excellency Matteo Renzi, President of the Council of Ministers of the Italian Republic",Non-acceptance would cause embarrassment to donor and U.S. Government.
61,2015,"Mrs. Michelle Obama, First Lady of the United States","18″ two-sided Suzshou embroidery depicting two giant pandas, a mother and her cub, in a circular wooden frame. Antique porcelain jewelry set including a pair of earrings, a ring, a bracelet, and a pendant. Rec'd—9/25/2015. Est. Value—$654.00. Disposition—National Archives and Records Administration","His Excellency Xi Jinping, President of the People's Republic of China",Non-acceptance would cause embarrassment to donor and U.S. Government.
62,2015,"Mrs. Michelle Obama, First Lady of the United States","Silver jewelry set of rubies and diamonds, including a necklace with teardrop pendant, a ring, two teardrop earrings, and a bracelet. Rec'd—9/30/2015. Est. Value—$73,200.00. Disposition—National Archives and Records Administration",Her Majesty Raja Isteri Pengiran Anak Haja Saleha of Brunei Darussalam,Non-acceptance would cause embarrassment to donor and U.S. Government.
63,2015,"Mrs. Michelle Obama, First Lady of the United States",Red ox leather bag. Rec'd—10/6/2015. Est. Value—$600.10. Disposition—National Archives and Records Administration,"His Excellency Joachim Guack, President of the Federal Republic of Germany",Non-acceptance would cause embarrassment to donor and U.S. Government.
64,2015,"Mrs. Michelle Obama, First Lady of the United States",45″ painting of a young African girl surrounded by musical instruments on Sierra Leone-shaped wood. Rec'd—10/22/2015. Est. Value—$780.00. Disposition—National Archives and Records Administration,"Mrs. Sia Koroma, First Lady of the Republic of Sierra Leone",Non-acceptance would cause embarrassment to donor and U.S. Government.
65,2015,"Mrs. Michelle Obama, First Lady of the United States",6″  x  6″  x  3″ music box of light brown wood and a hinged top with a decorative brass plate. Jewelry set of silver and orange onyx including round earrings with a centered stone and a 16″ necklace of gemstone and silver beads. 88″  x  34″ silk scarf. Rec'd—10/26/2015. Est. Value—$521.41. Disposition—National Archives and Records Administration,"His Excellency Joko Widodo, President of the Republic of Indonesia",Non-acceptance would cause embarrassment to donor and U.S. Government.
66,2015,"Mrs. Michelle Obama, First Lady of the United States","Polished music box of light and dark-colored indigenous wood. Rec'd—11/2/2015. Est. Value—$17,720.00. Disposition—National Archives and Records Administration",Her Highness Sheikha Moza bint Nasser Al Missned of the State of Qatar,Non-acceptance would cause embarrassment to donor and U.S. Government.
67,2015,"Mrs. Michelle Obama, First Lady of the United States","9″ gold-plated mechanical bird of a Common Chiffchaff that tweets, turns, and flaps its wings once per hour. Rec'd—11/2/2015. Est. Value—$110,000.00. Disposition—National Archives and Records Administration","His Highness Sheikh Tamim bin Hamad Al Thani, Emir of the State of Qatar",Non-acceptance would cause embarrassment to donor and U.S. Government.
68,2015,"Mrs. Michelle Obama, First Lady of the United States","
                                Book, title: 
                                Menashe Kadishman.
                                 10″  x  10″ painting of a sheep's head in multicolor. Three music CDs. Three spiral notebooks with floral pattern. Necklace of velvet fabric with floral print combining laces, glass beads, hand-sewn ribbons and colorful chains. Medallion pendant in Victorian style with crystals. Necklace of fairy with tassel skirt. Rec'd—8/6/2014. Est. Value—$2,761.00. Disposition—National Archives and Records Administration
                            ","Mrs. Sara Netanyahu, Spouse of the Prime Minister of the State of Israel",Non-acceptance would cause embarrassment to donor and U.S. Government.
69,2015,"Mrs. Michelle Obama, First Lady of the United States",Necklace of hand-cut rubies and 22-carat gold clasp. Rec'd—11/20/2015. Est. Value—$740.00. Disposition—National Archives and Records Administration,"General Raheel Sharif, Chief of Army Staff of the Islamic Republic of Pakistan",Non-acceptance would cause embarrassment to donor and U.S. Government.
