,year,recip,item,giver,reason
0,2016,"The Honorable Barack Obama, President of the United States","36″ × 28″ framed facsimile letter to Abraham Lincoln, dated June 4, 1863, from Henry Parks and the people of Sydney, Australia. Billiards cue made of American and Australian wood in carrying case. Rec'd—1/19/2016. Est. Value—$515.00. Disposition—National Archives and Records Administration","The Right Honorable Malcolm Turnbull, Prime Minister of Australia",Non-acceptance would cause embarrassment to donor and U.S. Government.
1,2016,"The Honorable Barack Obama, President of the United States","White linen set, hand-knit in the Ao po'i Paraguayan style, including large table cloth, two small table coverings, apron and napkins. Rec'd—1/28/2016. Est. Value—$560.00. Disposition—National Archives and Records Administration","His Excellency German Rojas, Ambassador of the Republic of Paraguay to the United States",Non-acceptance would cause embarrassment to donor and U.S. Government.
2,2016,"The Honorable Barack Obama, President of the United States","
                                Three bottles of Italian wine and carrier box, Florence-made, of maple and burgundy leather, with a reproduction of the lithograph 
                                The Montecavallo Square
                                 by Philippe Benoise. Rec'd—2/8/2016. Est. Value—$667.00. Disposition—National Archives and Records Administration. Wine handled pursuant to U.S. Secret Service policy
                            ","His Excellency Sergio Mattarella, President of the Italian Republic",Non-acceptance would cause embarrassment to donor and U.S. Government.
3,2016,"The Honorable Barack Obama, President of the United States","
                                Wood presentation box with plaque, bronze clasp, and black felt interior. Book, title: 
                                Malacanan Palace
                                . Rec'd—2/15/2016. Est. Value—$390.00. Disposition—National Archives and Records Administration
                            ","His Excellency Benigno Aquino III, President of the Republic of the Philippines",Non-acceptance would cause embarrassment to donor and U.S. Government.
4,2016,"The Honorable Barack Obama, President of the United States","Silver betel set comprised of a box and four cups. Rec'd—2/15/2016. Est. Value—$1,150.00. Disposition—National Archives and Records Administration","His Majesty Sultan Haji Hassanal Bolkiah Mu'izzaddin Waddaulah, Sultan and Yang Di-Pertuan of Brunei Darussalam",Non-acceptance would cause embarrassment to donor and U.S. Government.
5,2016,"The Honorable Barack Obama, President of the United States","Chess board, white and brown mosaic checkerboard design, with full set of pieces. Rec'd—2/23/2016. Est. Value—$1,150.00. Disposition—National Archives and Records Administration","His Majesty Abdullah II ibn Al Hussein, King of the Hashemite Kingdom of Jordan",Non-acceptance would cause embarrassment to donor and U.S. Government.
6,2016,"The Honorable Barack Obama, President of the United States","
                                Soapstone sculpture, title: 
                                Courage,
                                 olive green with black flecks, depicting the profile of an eagle with half of an Indigenous man's face in the center. Rec'd—3/9/2016. Est. Value—$650.00. Disposition—National Archives and Records Administration
                            ","His Excellency Justin Trudeau, P.C., M.P., Prime Minister of Canada",Non-acceptance would cause embarrassment to donor and U.S. Government.
7,2016,"The Honorable Barack Obama, President of the United States","
                                Crystal bowl with etchings of the 1916 Easter Rebellion, the General Post Office and a passage from the proclamation of the Irish Republic. Book, title: 
                                16.
                                 Circular silver cufflinks with an Irish harp engraving. Rec'd—3/14/2016. Est. Value—$6,783.00. Disposition—National Archives and Records Administration
                            ","His Excellency Enda Kenny, Prime Minister of Ireland",Non-acceptance would cause embarrassment to donor and U.S. Government.
8,2016,"The Honorable Barack Obama, President of the United States","
                                Bust of Abraham Lincoln, hand carved from wood, clothed in double-breasted jacket and bow tie, cut roughly at the base as if from a tree and gradual smoothing to a polished sculpting at the top of his head. Cigar humidor made of wood in the shape of a house entitled “La Casa de Tabaco”. Bottle of rum. 205 cigars. Cigar cutter. Two books, title: 
                                Raul Castro.
                                 Music CD. Rec'd—4/9/2015. Est. Value—$384.79. Disposition—National Archives and Records Administration. Cigars and rum handled pursuant to U.S. Secret Service policy
                            ","His Excellency Raúl Castro Ruz, President of the Council of State and the Council of Ministers of the Republic of Cuba",Non-acceptance would cause embarrassment to donor and U.S. Government.
9,2016,"The Honorable Barack Obama, President of the United States","Electronic bicycle made of black metal. Rec'd—3/23/2016. Est. Value—$1,499.00. Disposition—National Archives and Records Administration","His Excellency Mauricio Macri, President of the Argentine Republic",Non-acceptance would cause embarrassment to donor and U.S. Government.
10,2016,"The Honorable Barack Obama, President of the United States","
                                White award in a silver tone frame with two plastic triangle decorations on the top and bottom. Golden key to the city of Buenos Aires. Red and white soccer jersey. Blue and white striped soccer jersey. Book, title: 
                                La Usina Del Arte—Puesta en valor y reciclaje.
                                 Book, title: 
                                Teatro Colon—Puesta en valor y actualizacion tecnologica
                                . Rec'd—3/23/2016. Est. Value—$568.98. Disposition—National Archives and Records Adminsitration
                            ","The Honorable Horacio Rodriguez Larreta, Chief of Government of the City of Buenos Aires, Argentine Republic",Non-acceptance would cause embarrassment to donor and U.S. Government.
11,2016,"The Honorable Barack Obama, President of the United States","
                                48″ × 41″ framed painting in acrylic, title: 
                                Peacock
                                . Rec'd—4/1/2016. Est. Value—$1,166.00. Disposition—National Archives and Records Administration
                            ","His Excellency Narendra Modi, Prime Minister of the Republic of India",Non-acceptance would cause embarrassment to donor and U.S. Government.
12,2016,"The Honorable Barack Obama, President of the United States","Fountain pen, blue with silver detailing. 18″ × 14″ framed oil painting depicting a woman looking at a mushroom cloud. Gift basket of food . Rec'd—4/4/2016. Est. Value—$3,615.82. Disposition—National Archives and Records Administration. Perishable items handled pursuant to U.S. Secret Service policy","His Excellency Nursultan Nazarbayev, President of the Republic of Kazakhstan",Non-acceptance would cause embarrassment to donor and U.S. Government.
13,2016,"The Honorable Barack Obama, President of the United States","Ballpoint pen, gold with a red jewel on the top, the initials “B.O” carved into the clip. Rec'd—4/4/2016. Est. Value—$520.00. Disposition—National Archives and Records Administration","The Honorable George Hatzimarkos, Governor of the South Aegean Region, Hellenic Republic",Non-acceptance would cause embarrassment to donor and U.S. Government.
14,2016,"The Honorable Barack Obama, President of the United States",23″ × 19″ framed canvas painting of an Algerian horsemen with dogs and falcons in the desert. Rec'd—4/5/2016. Est. Value—$990.00. Disposition—National Archives and Records Adminstration,"His Excellency Abdelmalek Sellal, Prime Minister of the People's Democratic Republic of Algeria",Non-acceptance would cause embarrassment to donor and U.S. Government.
15,2016,"The Honorable Barack Obama, President of the United States","
                                Silver business card holder in the shape of the Presidential Palace in Warsaw. Facsimile of 1550 Baltista Agnese Portolan Atlas, leather bound. Tin of Polish candy, snacks and cordials Book, title: 
                                Polska
                                . Rec'd—4/7/2016. Est. Value—$865.31. Disposition—National Archives and Records Administration. Perishable items handled pursuant to U.S. Secret Service policy
                            ","His Excellency Andrzej Duda, President of the Republic of Poland",Non-acceptance would cause embarrassment to donor and U.S. Government.
16,2016,"The Honorable Barack Obama, President of the United States",Wall hanging made from red Songket cloth. Rec'd—4/14/2016. Est. Value—$390.00. Disposition—National Archives and Records Administration,"The Honorable Muhammad Jusuf Kalla, Vice President of the Republic of Indonesia",Non-acceptance would cause embarrassment to donor and U.S. Government.
17,2016,"The Honorable Barack Obama, President of the United States","Sculpture of a Bedouin group, entitled “The Small Caravan,” including two men and three camels, painted in gold and silver and decorated with precious stones, mounted on green granite. Silver tone letter opener with golden Falcon handle and silver tone Chopard pen. Rec'd—4/21/2016. Est. Value—$56,720.00. Disposition—National Archives and Records Administration","His Majesty King Salman bin Abdulaziz Al Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia",Non-acceptance would cause embarrassment to donor and U.S. Government.
18,2016,"The Honorable Barack Obama, President of the United States","
                                Two volume set: 
                                The Works of Shakespeare,
                                 bound in contemporary three-quarter red moroccan gilt: 
                                Volume 1: Comedies and Histories
                                 and
                                 Volume 2: Tragedies, Poems, Plays Attributed to Shakespeare
                                . Rec'd—4/22/2016. Est. Value—$2,000.00. Disposition—National Archives and Records Administration
                            ","The Right Honorable David Cameron, MP, Prime Minister of Great Britain and Northern Ireland",Non-acceptance would cause embarrassment to donor and U.S. Government.
19,2016,"The Honorable Barack Obama, President of the United States","Pen, black cap with gold colored tip. Rec'd—4/24/2016. Est. Value—$444.00. Disposition—National Achives and Records Administration","The Honorable Stefan Schostok, Mayor of Hannover, Federal Republic of Germany",Non-acceptance would cause embarrassment to donor and U.S. Government.
20,2016,"The Honorable Barack Obama, President of the United States","82″ × 59″ rug with red, blue and mustard yellow design. Rec'd—5/5/2016. Est. Value—$780.00. Disposition—National Archives and Records Administration","His Excellency Ilham Aliyev, President of the Republic of Azerbaijan",Non-acceptance would cause embarrassment to donor and U.S. Government.
21,2016,"The Honorable Barack Obama, President of the United States","39″ × 27″ framed artwork, natural gemstone inlaid picture of the Obama Family's Easter 2015 portrait. Rec'd—5/23/2016. Est. Value—$930.00. Disposition—National Archives and Records Administration","His Excellency Tran Dai Quang, President of the Socialist Republic of Vietnam",Non-acceptance would cause embarrassment to donor and U.S. Government.
22,2016,"The Honorable Barack Obama, President of the United States","China set, hand-painted tea cups and saucers, blue, white, silver and gold, accompanied by wood panel display about the tea set. Shoulder wrap, navy fabric. Two golf clubs, graphite irons. Rec'd—5/25/2016. Est. Value—$930.00. Disposition—National Archives and Records Administration","The Honorable Eikei Suzuki, Governor of Mie Prefecture, Japan",Non-acceptance would cause embarrassment to donor and U.S. Government.
23,2016,"The Honorable Barack Obama, President of the United States","Ceramic pot, dark brown with two cranes, made of clay from Hiroshima Prefecture. Rec'd—5/27/2016. Est. Value—$2,000.00. Disposition—National Archives and Records Administration","The Honorable Hideniko Yuzaki, Governor of Hiroshima Prefecture, Japan",Non-acceptance would cause embarrassment to donor and U.S. Government.
24,2016,"The Honorable Barack Obama, President of the United States","
                                28″ × 15″ framed painting, title: 
                                I am You and You are Me,
                                 depicting two circles with a red, black and white design. Book, title: 
                                Ottawa
                                . Rec'd—6/28/2016. Est. Value—$775.00. Disposition—National Archives and Records Administration
                            ","His Excellency Justin Trudeau, P.C., M.P., Prime Minister of Canada",Non-acceptance would cause embarrassment to donor and U.S. Government.
25,2016,"The Honorable Barack Obama, President of the United States",Cured hind ham leg with cutting knife. Rec'd—7/10/2016. Est. Value—$733.93. Disposition—National Archives and Records Administration. Ham handled pursuant to U.S. Secret Service policy,"His Excellency Mariano Rajoy, President of the Government of Spain",Non-acceptance would cause embarrassment to donor and U.S. Government.
