,year,recip,item,giver,reason
11,2014,"The Honorable Barack Obama, President of the United States",Two white tulip vases. Blue and white double gourd vase. Rec'd—3/24/2014. Est. Value—$730.00. Disposition—National Archives and Records Administration,"His Excellency Mark Rutte, Prime Minister and Minister of General Affairs of the Netherlands",Non-acceptance would cause embarrassment to donor and U.S. Government.
12,2014,"The Honorable Barack Obama, President of the United States","
                                Silver box inscribed with the signature of President Giorgio Napolitano. Speech by President Giorgio Napolitano, title: 
                                Messaggio Al Parlamento
                                . Rec'd—3/27/2014. Est. Value—$985.00. Disposition—National Archives and Records Administration
                            ","His Excellency Giorgio Napolitano, President of the Italian Republic",Non-acceptance would cause embarrassment to donor and U.S. Government.
13,2014,"The Honorable Barack Obama, President of the United States","
                                6″ cast bronze medal depicting vines on ceramic stoneware with a Roman travertine finish. 8″ cast bronze medal depicting the Angel of Solidarity and Peace. Book, title: 
                                Miserando Atque Eligando
                                . Rec'd—3/27/2014. Est. Value—$1,015.00. Disposition—National Archives and Records Administration
                            ","His Holiness Pope Francis, Holy See",Non-acceptance would cause embarrassment to donor and U.S. Government.
14,2014,"The Honorable Barack Obama, President of the United States","
                                29″ x 21″ folio of lithographs, title: 
                                Fontane Del Vaticano.
                                 Leather-bound book, title: 
                                Annuario Pontificio 2014
                                . Rec'd—3/27/2014. Est. Value—$1,707.00. Disposition—National Archives and Records Adminstration
                            ","His Eminence Cardinal Pietro Parolin, Secretary of State of the Holy See",Non-acceptance would cause embarrassment to donor and U.S. Government.
15,2014,"The Honorable Barack Obama, President of the United States","48″ gold-plated brass replica of the Makkah Clock Tower on marble base. Rec'd—3/28/2014. Est. Value—$57,000.00. Disposition—National Archives and Records Administration","Abdullah bin Abdulaziz Al-Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia",Non-acceptance would cause embarrassment to donor and U.S. Government.
16,2014,"The Honorable Barack Obama, President of the United States","White gold men's wristwatch with leather band. Rec'd—4/15/2014. Est. Value—$67,000.00. Disposition—National Archives and Records Administration","Abdullah bin Abdulaziz Al-Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia",Non-acceptance would cause embarrassment to donor and U.S. Government.
17,2014,"The Honorable Barack Obama, President of the United States","Flower pot painted with scene of dark gray mountain terrain. Signed framed photograph of the Emperor and Empress of Japan. Rec'd—4/24/2014. Est. Value—$2,540.00. Disposition—National Archives and Records Administration. Sake handled pursuant to United States Secret Service policy",Their Majesties the Emperor and Empress of Japan,Non-acceptance would cause embarrassment to donor and U.S. Government.
18,2014,"The Honorable Barack Obama, President of the United States","Painting on paper in colored powder and gold, title: “Harmonious and Peaceful World” depicting the sun, moon, and five mountain peaks representing the king. Rec'd—4/25/2014. Est. Value—$2,200.00. Disposition—National Archives and Records Administration","Her Excellency Park Geun-hye, President of the Republic of Korea",Non-acceptance would cause embarrassment to donor and U.S. Government.
19,2014,"The Honorable Barack Obama, President of the United States","
                                Three coin set, one silver with the face of the King, one silver with the face of the Queen, and one gold with the King and Queen together. Signed and framed photograph of the King and Queen of Malaysia. 10″ plate with images of the King and Queen of Malaysia. Book, title: 
                                The Return.
                                 20″ sword with steel blade and grip of polished wood carved in the shape of water fowl, held in a sheath of gold and silver with encrusted gemstones. Rec'd—4/26/2014. Est. Value—$8,117.00. Disposition—National Achives and Records Administration
                            ","His Majesty Sultan Badlishah Almu'tasimu Billahi Muhibbuddin Tunaku Ahaj Abdul Halim Mu'adzam Shah Ibni Almarhum, Yang di-Pertuan Agong XIV of Malaysia",Non-acceptance would cause embarrassment to donor and U.S. Government.
20,2014,"The Honorable Barack Obama, President of the United States","
                                Framed portrait of President Obama woven in songket fabric. Stamp collection in a metal-covered book including stamps to commemorate President Obama's visit to Malaysia. Six booklets about Islam. Book, title: 
                                Ziarah Masjid di Malaysia
                                . Rec'd—4/27/2014. Est. Value—$810.00. Disposition—National Archives and Records Administration
                            ","YAB Dato' Sri Mohd Najib, Prime Minister of Malaysia",Non-acceptance would cause embarrassment to donor and U.S. Government.
21,2014,"The Honorable Barack Obama, President of the United States","
                                Bronze-tone covered photo album containing photographs of President Obama's visit to Malaysia. Silk batik fabric in silver, blue, and teal. Book, title: 
                                Malacanan Palace
                                . Rec'd—4/28/2014. Est. Value—$441.75. Disposition—National Archives and Records Administration
                            ","YB Encik Khairy Jamaluddin Abu Bakar, Minister of Youth and Sports of Malaysia",Non-acceptance would cause embarrassment to donor and U.S. Government.
22,2014,"The Honorable Barack Obama, President of the United States","
                                37″ x 37″ black, white, and gray toned painting, title: 
                                Boliche
                                 depicting a table and four chairs on a tiled floor, plus drinkware. Cable-knit tan wool shawl with brown leather and suede accents. 25″ x 35″ print on canvas featuring pastoral scene of men with swords looking off into the distance. Rec'd—5/12/2014. Est. Value—$1,681.00. Disposition—National Archives and Records Administration
                            ","His Excellency José Mujica Cordano, President of the Oriental Republic of Uruguay",Non-acceptance would cause embarrassment to donor and U.S. Government.
23,2014,"The Honorable Barack Obama, President of the United States",Three bottles of wine. Rec'd—6/5/2014. Est. Value—$537.00. Disposition—Perishable items handled pursuant to United States Secret Service policy,"His Excellency François Hollande, President of the French Republic",Non-acceptance would cause embarrassment to donor and U.S. Government.
24,2014,"The Honorable Barack Obama, President of the United States",24″ x 36″ framed and matted photograph of Winston Churchill and Dwight Eisenhower reviewing American paratroopers and a two-page facsimile telegram from Prime Minister Churchill to President Truman. Rec'd—6/6/2014. Est. Value—$440.00. Disposition—National Archives and Records Administration,"The Right Honorable David Cameron, MP, Prime Minister of the United Kingdom of Great Britain and Northern Ireland",Non-acceptance would cause embarrassment to donor and U.S. Government.
25,2014,"The Honorable Barack Obama, President of the United States","9.5′ white and blue longboard with friendship flags and the Presidential Seal. Black leather boots. Rec'd—6/11/2014. Est. Value—$2,371.21. Disposition—National Archives and Records Administration","The Honorable Tony Abbott, MP, Prime Minister of Australia",Non-acceptance would cause embarrassment to donor and U.S. Government.
26,2014,"The Honorable Barack Obama, President of the United States","
                                72″ x 32″ painting on canvas of four people in a beach setting listening to a guitar player. Autographed book, title: 
                                Kiki Lima
                                . Rec'd—8/4/2014. Est. Value—$1,055.87. Disposition—National Archives and Records Administration
                            ","His Excellency Jorge Carlos Fonseca, President of the Republic of Cabo Verde",Non-acceptance would cause embarrassment to donor and U.S. Government.
27,2014,"The Honorable Barack Obama, President of the United States","
                                Framed painting, title: 
                                Le Joueur de Cara
                                 depicting a man playing a stringed instrument and singing composed in multiple colors and patterns. Bronze staff simulating woven thread set on a six-inch piece of tapered wood. Rec'd—8/4/2014. Est. Value—$1,035.00. Disposition—National Archives and Records Administration
                            ","His Excellency Daniel Kablan Duncan, Prime Minister of the Republic of Côte d'Ivoire",Non-acceptance would cause embarrassment to donor and U.S. Government.
28,2014,"The Honorable Barack Obama, President of the United States",Lacquer-ware box with mother of pearl design. Rec'd—8/5/2014. Est. Value—$490.00. Disposition—National Archives and Records Administration,"His Excellency Ahn Ho-Young, Ambassador of the Republic of Korea to the United States",Non-acceptance would cause embarrassment to donor and U.S. Government.
29,2014,"The Honorable Barack Obama, President of the United States",Chess set of a mirrored board and silver pieces with felt bottoms. Rec'd—8/6/2014. Est. Value—$445.00. Disposition—National Archives and Records Administration,"His Majesty Mswati III, King of the Kingdom of Swaziland",Non-acceptance would cause embarrassment to donor and U.S. Government.
30,2014,"The Honorable Barack Obama, President of the United States",16″ brass and copper statue of a man playing stringed instrument. 37″ x 30″ framed copper relief of a family village scene. Rec'd—8/7/2014. Est. Value—$880.00. Disposition—National Archives and Records Administration,"His Excellency Blaise Compaoré, President of Burkina Faso",Non-acceptance would cause embarrassment to donor and U.S. Government.
31,2014,"The Honorable Barack Obama, President of the United States","8′ x 4′ carpet with multi-colored stripes, patterns, camels, and white fringe. 20.5″ silver circular platter engraved with building and text “Interim Government of Libya”. Rec'd—8/7/2014. Est. Value—$600.00. Disposition—National Archives and Records Administration","His Excellency Abdalla Alteni, Prime Minister of the State of Libya",Non-acceptance would cause embarrassment to donor and U.S. Government.
32,2014,"The Honorable Barack Obama, President of the United States","39″ x 39″ two panel painting of abstract human figures and symbols in earth tones and white. Three pieces of traditional clothing, one piece gray, black, and white, one piece blue and yellow, and one piece red and gold. Rec'd—8/7/2014. Est. Value—$1,940.00. Disposition—National Archives and Records Administration","His Excellency Faure Gnassingbé, President of the Republic of Togo",Non-acceptance would cause embarrassment to donor and U.S. Government.
33,2014,"The Honorable Barack Obama, President of the United States","34″ x 26″ framed black and white painting, comprised of abstract forms of faces and nature. Rec'd—8/8/2014. Est. Value—$550.00. Disposition—National Archives and Records Administration","His Excellency Joseph Kabila Kabange, President of the Democratic Republic of the Congo",Non-acceptance would cause embarrassment to donor and U.S. Government.
34,2014,"The Honorable Barack Obama, President of the United States","
                                Book, title: 
                                Goodluck Jonathan—Champion for Women.
                                 Two framed and matted pencil drawings of President Obama, one as a Senator and one as President. 40″ x 14″ relief art, title: 
                                Ijaw Fisherman
                                 with bronze paint. Rec'd—8/8/2014. Est. Value—$630.00. Disposition—National Archives and Records Administration
                            ","His Excellency Dr. Goodluck Jonathan, President of the Federal Republic of Nigeria",Non-acceptance would cause embarrassment to donor and U.S. Government.
35,2014,"The Honorable Barack Obama, President of the United States","31″ x 31″ yellow and orange painting with a metal rod attached to top with spear heads on each end. 56″ Kora stringed instrument. Rec'd—8/12/2014. Est. Value—$1,380.00. Disposition—National Archives and Records Administration","His Excellency Alhaji Dr. Yahya A.J.J. Jammeh, President of the Republic of The Gambia",Non-acceptance would cause embarrassment to donor and U.S. Government.
36,2014,"The Honorable Barack Obama, President of the United States",Ceremonial dagger decorated with detailed silver work and coral stones. Rec'd—8/21/2014. Est. Value—$885.00. Disposition—National Archives and Records Administration,"His Excellency Abdelmalek Sellal, Prime Minister of the People's Democratic Republic of Algeria",Non-acceptance would cause embarrassment to donor and U.S. Government.
37,2014,"The Honorable Barack Obama, President of the United States","
                                19.5″ x 21″ photograph, title: 
                                Waterway Weaves 2
                                 printed on glass showing a map of the Republic of Estonia outlined in blue over a textured surface. Rec'd—9/2-3/2014. Est. Value—$885.00. Disposition—National Archives and Records Administration
                            ","His Excellency Toomas Hendrick Ilves, President of the Republic of Estonia",Non-acceptance would cause embarrassment to donor and U.S. Government.
38,2014,"The Honorable Barack Obama, President of the United States","
                                Limited-edition print, title: 
                                Celtic Approach.
                                 Cufflinks of the Celtic Manor Resort. 9″ x 14″ x 14″ basket of woven wood. Book, title: “Collected Poems 1934-1953” by Dylan Thomas. Package of sea salt. 8″ x 6″ fabric personal journal. Computer USB accessory. 88″ x 68″ blanket with red and black peony pattern. Four coasters, black with four gray symbols. Rec'd—9/5/2014. Est. Value—$736.31. Disposition—National Archives and Records Administration. Perishable items handled pursuant to United States Secret Service policy
                            ",The Government of the United Kingdom of Great Britain and Northern Ireland,Non-acceptance would cause embarrassment to donor and U.S. Government.
39,2014,"The Honorable Barack Obama, President of the United States",Olive green ceramic vase with a crisscross floral pattern and matching lid set on a varnished brown wooden stand. Rec'd—9/22/2014. Est. Value—$450.00. Disposition—National Archives and Records Administration,"His Excellency Zhang Gaoli, Executive Vice Premier of the People's Republic of China",Non-acceptance would cause embarrassment to donor and U.S. Government.
40,2014,"The Honorable Barack Obama, President of the United States","Octagonal box of polished silver featuring a floral pattern and the Emblem of Brunei Darussalam set on a pedestal under glass. Rec'd—9/25/2015 Est. Value—$1,400.00. Disposition—National Archives and Records Administration","His Majesty Sultan Haji Hassanal Bolkiah Mu'izzaddin Waddaulah ibni Al-Marhum Sultan Haji Omar Ali Saifuddien Sa'adul Khairi Waddien, Sultan and Yang Di-Pertuan of Brunei Darussalam",Non-acceptance would cause embarrassment to donor and U.S. Government.
41,2014,"The Honorable Barack Obama, President of the United States","
                                Porcelain vase with a blue and white floral pattern set on a dark brown wooden base. CD collection, title: 
                                Elegant Sound of China
                                . Rec'd—10/7/2014. Est. Value—$565.58. Disposition—National Archives and Records Administration
                            ","His Excellency Wang Yi, Minister of Foreign Affairs of the People's Republic of China",Non-acceptance would cause embarrassment to donor and U.S. Government.
42,2014,"The Honorable Barack Obama, President of the United States","Two 34″ x 34″ x 17″ half tables, painted black and gold, with images of pheasants in a natural setting. 49″ x 61″ framed painting in black, white, and gray of a mountain scene and small structures. Commemorative stamp set mounted on eight screen panels, wrapped in silk-floss sheets, and held in a dark wooden case. 83″ x 83″ x 150″ cloisonne pot themed “Peace Across Four Seas,” set on a wood base. Navy blue silk robe with fuchsia lining and floral embroidery inscribed with the APEC logo and includes pockets and a belt. Painting on a scroll depicting scenes of Beijing past and present set on a stand. Two tablet computers, each with case. Red and white cloisonne style fountain pen and signing pen. Black leather computer bag stamped with APEC logo. Teal and black silk jacket with simulated inner jacket and four buttons. Maroon and black silk jacket with simulated inner jacket and four buttons. Cream color silk Nehru shirt. Rec'd—11/7/2014. Est. Value—$8,105.96. Disposition—National Archives and Records Administration","His Excellency Xi Jinping, President of the People's Republic of China",Non-acceptance would cause embarrassment to donor and U.S. Government.
43,2014,"The Honorable Barack Obama, President of the United States","Black velvet flip flop sandals. Infinity scarf with burgundy, gray, and white stripes. Infinity scarf with silver and light blue stripes. Two white dress shirts with pocket. Off-white tunic with long sleeves, pockets, and knotted straps in front. Black tunic with long sleeves, pockets, and knotted straps in front. Two-toned blue cashmere shawl with teal embroidery. Dress shirt in shades of purple silk. Teal dress shirt with fuchsia embroidery striping. Rec'd—11/8/2014. Est. Value—$2,168.00. Disposition—National Archives and Records Administration",Government of the Republic of Union of Myanmar,Non-acceptance would cause embarrassment to donor and U.S. Government.
44,2014,"The Honorable Barack Obama, President of the United States","
                                30″ x 40″ painting on fiber board, facsimile of a mural in Myinkaba Kubyauk-gyi Temple. 29″ x 35″ framed painting of the head and shoulders of President Obama, wearing a suit and gazing upward. 12″ x 8″ model of a Burmese harp made of silver. Brown leatherette briefcase with zippered top, stamped “Myanmar 2014.” Book, title: 
                                Bamar Snacks Volumes 1 and 2.
                                 Booklet, title: 
                                ASEAN Summit Leaders.
                                 Book, title: 
                                Friendly Myanmar.
                                 2014 calendar. Black ballpoint pen. Silver-tone keychain. Business card case. Notebook. Fountain pen with white gold and snowflake emblem. Rec'd—11/9/2014. Est. Value—$2,925.00. Disposition—National Archives and Records Administration
                            ","His Excellency U Thein Sein, President of the Republic of Union of Myanmar",Non-acceptance would cause embarrassment to donor and U.S. Government.
45,2014,"The Honorable Barack Obama, President of the United States",3″ x 6.5″ x 4.5″ silver box with hinged lid depicting a royal figure surrounded by five attendants. Rec'd—11/14/2014. Est. Value—$465.00. Disposition—National Archives and Records Administration,"Daw Aung San Suu Kyi, Chair of the National League for Democracy and Chairperson of the Phithu Hluttaw Committee for Rule of Law and Tranquility of the Republic of the Union of Myanmar",Non-acceptance would cause embarrassment to donor and U.S. Government.
46,2014,"The Honorable Barack Obama, President of the United States",27″ x 30″ framed photograph of former Czech President Vaclav Havel. Rec'd—11/18/2014. Est. Value—$650.00. Disposition—National Archives and Records Administration,"His Excellency Bohuslav Sobotka, Prime Minister of the Czech Republic",Non-acceptance would cause embarrassment to donor and U.S. Government.
47,2014,"The Honorable Barack Obama, President of the United States",Silver bowl set on a wooden pedestal. White pashmina scarf with pink and purple flowers. Rec'd—11/19/2014. Est. Value—$495.00. Disposition—National Archives and Records Administration,"General Raheel Sharif, Chief of Army Staff of the Islamic Republic of Pakistan",Non-acceptance would cause embarrassment to donor and U.S. Government.
48,2014,"The Honorable Barack Obama, President of the United States","
                                Three 4″ 5″ and 6″ in diameter nesting bowls of clear glass crystal shaped like a spinning top. Four 4″ height x 3″ in diameter rocks glasses shaped like a spinning top. 10″ x 10″ x 15″ cheese tray made of walnut. Book, title: 
                                In Color,
                                 by Ansel Adams. Book, title: 
                                People You'd Like to Know.
                                 Book, title: 
                                Unlikely Heroes.
                                 Automatic tea infuser in penguin shape with timer. Chess set of wooden board and pieces. Twelve scented votive candles. Botanic candle of Saffron de Bois. Scented oil diffuser. 24″ x 15″ x 10″ deep purple snakeskin design storage trunk with silver-tone fastener and handles. Rec'd—12/1/2014. Est. Value—$1,277.89. Disposition—National Archives and Records Administration
                            ","His Majesty Sultan Haji Hassanal Bolkiah Mu'izzaddin Waddaulah ibni Al-Marhum Sultan Haji Omar Ali Saifuddien Sa'adul Khairi Waddien, Sultan and Yang Di-Pertuan of Brunei Darussalam",Non-acceptance would cause embarrassment to donor and U.S. Government.
49,2014,"The Honorable Barack Obama, President of the United States",13″ wood box decorated with mosaic pattern of gray and beige tiles and gold-tone crown. Rec'd—12/4/2014. Est. Value—$490.00. Disposition—National Archives and Records Administration,"His Majesty Abdullah II ibn Al Hussein, King of the Hashemite Kingdom of Jordan",Non-acceptance would cause embarrassment to donor and U.S. Government.
50,2014,"The Honorable Barack Obama, President of the United States","Framed, matted, and signed photographic portrait of Prince William. Rec'd—12/8/2014. Est. Value—$888.00. Disposition—National Archives and Records Administration","His Royal Highness Prince William, Duke of Cambridge",Non-acceptance would cause embarrassment to donor and U.S. Government.
51,2014,"The Honorable Barack Obama, President of the United States","Two 20″ x 15.5″ and 18″ x 30″ wooden trays coated with green and white resin in a floral pattern. Rec'd—12/22/2014. Est. Value—$1,205.00. Disposition—National Archives and Records Administration","His Majesty Sultan Haji Hassanal Bolkiah Mu'izzaddin Waddaulah ibni Al-Marhum Sultan Haji Omar Ali Saifuddien Sa'adul Khairi Waddien, Sultan and Yang Di-Pertuan of Brunei Darussalam",Non-acceptance would cause embarrassment to donor and U.S. Government.
52,2014,"The Honorable Barack Obama, President of the United States",Box of dates. Twelve bottles of wine. Rec'd—12/23/2014. Est. Value—$475.78. Disposition—National Archives and Records Administration,"His Excellency Abdelaziz Bouteflika, President of the People's Democratic Republic of Algeria",Non-acceptance would cause embarrassment to donor and U.S. Government.
53,2014,"The Honorable Barack Obama, President of the United States, and Mrs. Michelle Obama",6″ amber glass sculpture of a fish splashing out of water. Rec'd—10/6/2013. Est. Value—$590.00. Disposition—National Archives and Records Administration,"Mr. Vincent Siew, Leader's Representative to APEC of Chinese Taipei (Taiwan)",Non-acceptance would cause embarrassment to donor and U.S. Government.
54,2014,"The Honorable Barack Obama, President of the United States, and Mrs. Michelle Obama",Gold pin in the shape of a bull's head with three eyes made of gemstones. 8′ black scarf with gold thread embroidery. Gold tie pin with rectangular sapphire gem. Rec'd—8/4/2014. Est. Value—$696.00. Disposition—National Archives and Records Administration,"His Excellency Hery Rajaonarimapianina, President of the Republic of Madagascar",Non-acceptance would cause embarrassment to donor and U.S. Government.
55,2014,"The Honorable Barack Obama, President of the United States, and Mrs. Michelle Obama",Two 14″ x 18″ paintings of a beach scene in vivid color. Rec'd—8/4/2014. Est. Value—$900.00. Disposition—National Archives and Records Administration,"The Right Honorable Dr. Navinchandra Ramgoolam, GCSK, FRCP, Prime Minister of the Republic of Mauritius",Non-acceptance would cause embarrassment to donor and U.S. Government.
56,2014,"The Honorable Barack Obama, President of the United States, and Mrs. Michelle Obama","Two 10″ x 5″ x 3″ boxes of carved wood, one with red velvet lining, one with purple velvet lining. Various whole spices and oils. Black scarf with white and golden printed design. Framed painting of the islands of the Union of Comoros with individual cities and a wooden fish attached. Rec'd—8/4/2014. Est. Value—$475.00. Disposition—National Archives and Records Administration. Perishable items handled pursuant to United States Secret Service policy","His Excellency Ikililou Dhoinine, President of the Union of the Comoros",Non-acceptance would cause embarrassment to donor and U.S. Government.
57,2014,"The Honorable Barack Obama, President of the United States, and Mrs. Michelle Obama",Two chiwara (male and female) mounted on patterned black fabric background. Two black masks mounted on painting of tan and orange landscape and black fabric. Rec'd—8/9/2014. Est. Value—$515.00. Disposition—National Archives and Records Administration,"His Excellency Ibrahim Boubacar Keïta, President of the Republic of Mali",Non-acceptance would cause embarrassment to donor and U.S. Government.
58,2014,"The Honorable Barack Obama, President of the United States, and Mrs. Michelle Obama",Wood statue of a man and woman dancing in jewel-ornamented formal wear. Wood statue with gold inlay and metal decoration. Rec'd—9/23/2014. Est. Value—$750.00. Disposition—National Archives and Records Administration,"His Excellency Ollanta Humala Tasso, President of the Republic of Peru",Non-acceptance would cause embarrassment to donor and U.S. Government.
59,2014,"The Honorable Barack Obama, President of the United States, and Mrs. Michelle Obama","
                                Digital recordings, titles: “Visit of Reverend Martin Luther King to India,” “Visit of Mrs. Coretta Scott King to Accept Jawaharlal Nehru Award for International Understanding to Reverend Martin Luther King (Posthumously) for the Year 1966 in January, 1969,” and “The Spirit of Mahatma Gandhi.” Pink-red tablecloth, fabric with flower designs. Sheer tan tablecloth fabric with gold thread embroidery border. Book, title: 
                                Srimad Bhagavad Gita.
                                 Special-edition book, title: 
                                Bhagavad Gita According to Gandhi.
                                 Golden fabric bag covered in floral white lace, closed by triangular flap with a gold and diamond pendant at the point. Short tan kurta with golden thread trim and concealed buttons. Tan vest with golden thread trim and concealed buttons. Tan pants with drawstring. 10″ x 12″ framed photograph of Dr. Martin Luther King, Jr. setting flowers at Mahatma Gandhi's Memorial at Rajghat in 1959. 24″ x 32″ framed Rogan Art painting, mostly red with green and golden detail, featuring a central spiral object. 24″ x 32″ framed Rogan Art painting; mostly green with golden detail, featuring a central object resembling a peacock. Purple dress with small gems and multi-colored embroidery of peacocks, flowers, and vines, sleeveless. Blue mid-length dress with sleeves with red and golden embroidery and gems in stripe and leaf pattern. Cream colored pashmina shawl with light orange and green stitching. Cream colored pashmina shawl with light gray stitching. Tan tunic with gray thread embroidery around the collar, sleeves, and bottom. Tan pants with drawstring. Rec'd—9/29/2014. Est. Value—$7,385.93. Disposition—National Archives and Records Administration
                            ","His Excellency Narendra Modi, Prime Minister of the Republic of India",Non-acceptance would cause embarrassment to donor and U.S. Government.
60,2014,"The Honorable Barack Obama, President of the United States, and Mrs. Michelle Obama","6″ x 4″ x 5″ limited-edition sculpture with 3,000 pieces of amber lead crystal, title: “Harmonious Beauty”. Rec'd—11/9/2014. Est. Value—$470.00. Disposition—National Archives and Records Administration","Mr. Vincent Siew, Leader's Representative to APEC of Chinese Taipei (Taiwan)",Non-acceptance would cause embarrassment to donor and U.S. Government.
61,2014,"Mrs. Michelle Obama, First Lady of the United States","Diamond and emerald jewelry set including necklace, earrings, ring, and bracelet. Rec'd—1/14/2014. Est. Value—$560,000.00. Disposition—National Archives and Records Administration","Abdullah bin Abdulaziz Al-Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia",Non-acceptance would cause embarrassment to donor and U.S. Government.
62,2014,"Mrs. Michelle Obama, First Lady of the United States","Six-tier vase of multi-colored crystal. Rec'd—2/9/2014. Est. Value—$4,900.00. Disposition—National Archives and Records Administration. Wine handled pursuant to United States Secret Service Policy","His Excellency François Hollande, President of the French Republic",Non-acceptance would cause embarrassment to donor and U.S. Government.
63,2014,"Mrs. Michelle Obama, First Lady of the United States","
                                Purple and orange silk shawl with embroidered clouds and waves. Purple and orange silk purse with embroidered clouds and waves. Set of audio and video recordings of Madame Peng Liyuan performing folk songs. Book, title 
                                A Dream of Red Mansions,
                                 by Sun Wen of the Qing Dynasty. Rec'd—3/21/2014. Est. Value—$1,287.99. Disposition—National Archives and Records Administration
                            ","Mrs. Peng Liyuan, First Lady of the People's Republic of China",Non-acceptance would cause embarrassment to donor and U.S. Government.
64,2014,"Mrs. Michelle Obama, First Lady of the United States","Diamond and pearl jewelry set including necklace, earrings, ring, and bracelet. Rec'd—4/15/2014. Est. Value—$570,000.00. Disposition—National Archives and Records Administration","Abdullah bin Abdulaziz Al-Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia",Non-acceptance would cause embarrassment to donor and U.S. Government.
