,year,recip,item,giver,reason
0,2021,"The Honorable Joseph R. Biden Jr., President of the United States",Crystal Bowl with Custom Inscription. Rec'd—3/17/2021. Est. Value—$540.00. Disposition—Transferred to NARA.,"His Excellency Michael Martin, Prime Minister of Ireland",Non-acceptance would cause embarrassment to donor and U.S. Government.
1,2021,"The Honorable Joseph R. Biden Jr., President of the United States",Gold Jewelry Box with Red Lid Featuring Man on Chariot and Silk Presentation Box with Walking Elephants Among Flowers. Rec'd—3/23/2021. Est. Value—$485.00. Disposition—Transferred to NARA.,"His Excellency Manasvi Srisodapol, Ambassador of the Kingdom of Thailand to the United States",Non-acceptance would cause embarrassment to donor and U.S. Government.
2,2021,"The Honorable Joseph R. Biden Jr., President of the United States","Mother-of-Pearl Plaque, White Linen Napkins with Hand-embroidered Floral Bouquet, and Photo Album of Dr. Biden's Visit to Jinkwansa Temple in Seoul. Rec'd—5/25/2021. Est. Value—$2,282.00. Disposition—Transferred to NARA.","His Excellency Moon Jae-in, President of the Republic of Korea",Non-acceptance would cause embarrassment to donor and U.S. Government.
3,2021,"The Honorable Joseph R. Biden Jr., President of the United States",Dupont Fountain Pen. Rec'd—6/11/2021. Est. Value—$433.00. Disposition—Transferred to NARA.,"His Excellency Emmanuel Macron, President of the French Republic",Non-acceptance would cause embarrassment to donor and U.S. Government.
4,2021,"The Honorable Joseph R. Biden Jr., President of the United States",R.M. Williams of Australia Leather Boots. Rec'd—6/11/2021. Est. Value—$500.00. Disposition—Transferred to NARA.,"The Honorable Scott Morrison, Prime Minister of Australia",Non-acceptance would cause embarrassment to donor and U.S. Government.
5,2021,"The Honorable Joseph R. Biden Jr., President of the United States","Photograph of Queen Elizabeth in Silver Frame. Rec'd—6/11/2021. Est. Value—$2,200.00. Disposition—On Official Display.",Her Majesty The Queen of the United Kingdom of Great Britain and Northern Ireland,Non-acceptance would cause embarrassment to donor and U.S. Government.
6,2021,"The Honorable Joseph R. Biden Jr., President of the United States","Brass and Lapis Lazuli Jewelry Box. Rec'd—6/11/2021. Est. Value—$1,150.00. Disposition—Transferred to NARA.","His Excellency Abdullah Abdullah, Chairman of the High Council for National Reconciliation of the Islamic Republic of Afghanistan",Non-acceptance would cause embarrassment to donor and U.S. Government.
7,2021,"The Honorable Joseph R. Biden Jr., President of the United States","Kholuy Lacquer Miniature Workshop Desk Writing Set and Pen. Rec'd—6/16/2021. Est. Value—$12,000.00. Disposition—Transferred to NARA.","His Excellency Vladimir Putin, President of the Russian Federation",Non-acceptance would cause embarrassment to donor and U.S. Government.
8,2021,"The Honorable Joseph R. Biden Jr., President of the United States","Tissot Touch Connect Solar Wristwatch. Rec'd—6/29/2021. Est. Value—$1,050.00. Disposition—Transferred to NARA.","His Excellency Guy Parmelin, President of the Swiss Confederation",Non-acceptance would cause embarrassment to donor and U.S. Government.
9,2021,"The Honorable Joseph R. Biden Jr., President of the United States","Silk Carpet. Rec'd—6/29/2021. Est. Value—$9,600.00. Disposition—Transferred to NARA.","His Excellency Mohammad Ashraf Ghani, President of the Islamic Republic of Afghanistan",Non-acceptance would cause embarrassment to donor and U.S. Government.
10,2021,"The Honorable Joseph R. Biden Jr., President of the United States","Two Dog Bowls, Two Atlantic Wool Blankets, Ceramic Cup and Mug Set, Devon Pens Fountain Pen Accompanied by a Bottle of Oxford Blue Ink, Photographer of Frederick Douglass Mural in Edinburgh, G7UK2021 Printed Face Mask. Rec'd—6/29/2021. Est. Value—$536.20. Disposition—Transferred to NARA.","The Right Honorable Boris Johnson, MP, Prime Minister of the United Kingdom of Great Britain and Northern Ireland",Non-acceptance would cause embarrassment to donor and U.S. Government.
