,year,recip,item,giver,reason
25,2019,"Mrs. Melania Trump, First Lady of the United States","Pearl earrings. Rec'd—5/27/2019. Est. Value—$2,600.00. Disposition—Transferred to NARA","Mrs. Akie Abe, Spouse of the Prime Minister of Japan",Non-acceptance would cause embarrassment to donor and U.S. Government.
26,2019,"Mrs. Melania Trump, First Lady of the United States",Specially commissioned sterling silver jewelry box with enamel lid. Rec'd—6/5/2019. Est. Value—$390.00. Disposition—Transferred to NARA,Her Majesty The Queen of the United Kingdom of Great Britain and Northern Ireland,Non-acceptance would cause embarrassment to donor and U.S. Government.
27,2019,"Mrs. Melania Trump, First Lady of the United States","Porcelain vase. Rec'd—7/9/2019. Est. Value—$2,300.00. Disposition—Transferred to NARA","His Highness Sheikh Tamim Bin Hamad Al Thani, Amir of the State of Qatar",Non-acceptance would cause embarrassment to donor and U.S. Government.
28,2019,"Mrs. Melania Trump, First Lady of the United States",Framed painting of a nature preserve. Rec'd—7/31/3019. Est. Value—$450.00. Disposition—Transferred to NARA,"His Excellency Khaltmaagiin Buttulga, President of Mongolia",Non-acceptance would cause embarrassment to donor and U.S. Government.
29,2019,"Mrs. Melania Trump, First Lady of the United States",Pearl earrings. Rec'd—9/20/2019. Est. Value—$700.00. Disposition—Transferred to NARA,"Mrs. Jennifer Morrison, Spouse of the Prime Minister of Australia",Non-acceptance would cause embarrassment to donor and U.S. Government.
30,2019,"The Honorable Jared Kushner, Assistant to the President and Senior Advisor","Framed photograph with signature. Rec'd—6/5/2019. Est. Value—$2,830.00. Disposition—Transferred to NARA",Her Majesty The Queen of the United Kingdom of Great Britain and Northern Ireland,Non-acceptance would cause embarrassment to donor and U.S. Government.
31,2019,"The Honorable Jared Kushner, Assistant to the President and Senior Advisor","Framed photograph with signature. Rec'd—6/5/2019. Est. Value—$ $1,690.00. Disposition—Transferred to NARA",His Royal Highness the Duke of Edinburgh,Non-acceptance would cause embarrassment to donor and U.S. Government.
32,2019,"The Honorable Jared Kushner, Assistant to the President and Senior Advisor",Porcelain vase. Rec'd—6/30/2019. Est. Value—$700.00. Disposition—Transferred to NARA,"His Excellency Moon Jae-in, President of the Republic of Korea",Non-acceptance would cause embarrassment to donor and U.S. Government.
33,2019,"The Honorable Jared Kushner, Assistant to the President and Senior Advisor","Clock engraved with the coat of arms of Bahrain. Rec'd—9/17/2019. Est. Value—$3,200.00. Disposition—Transferred to NARA","His Royal Highness Prince Salman bin Hamad Al-Khalifa, Crown Prince, Deputy Supreme Commander, and First Deputy Prime Minister of the Kingdom of Bahrain",Non-acceptance would cause embarrassment to donor and U.S. Government.
34,2019,"The Honorable Jared Kushner, Assistant to the President and Senior Advisor",Sterling silver candleholder. Rec'd—9/22/2019. Est. Value—$650.00. Disposition—Transferred to NARA,"His Excellency Narendra Modi, Prime Minister of the Republic of India",Non-acceptance would cause embarrassment to donor and U.S. Government.
35,2019,"The Honorable Mick Mulvaney, Assistant to the President and Acting Chief of Staff and Director of the Office of Management and Budget",Footed porcelain bowl displaying the emblem of Vietnam. Rec'd—4/1/2019. Est. Value—$440.00. Disposition—Transferred to General Services Administration (GSA),"His Excellency Nguyen Xuan Phuc, Prime Minister of the Socialist Republic of Vietnam",Non-acceptance would cause embarrassment to donor and U.S. Government.
36,2019,"The Honorable John Bolton, Assistant to the President and National Security Advisor","
                            Footed porcelain bowl displaying the emblem of Vietnam. Rec'd—4/1/2019. Est. Value—$440.00. Disposition—Pending transfer to GSA 
                            1
","His Excellency Nguyen Xuan Phuc, Prime Minister of the Socialist Republic of Vietnam",Non-acceptance would cause embarrassment to donor and U.S. Government.
37,2019,"The Honorable John Bolton, Assistant to the President and National Security Advisor","Framed photograph with signatures. Rec'd—6/10/2019. Est. Value—$2,830.00. Disposition—Transferred to GSA",Her Majesty The Queen of the United Kingdom of Great Britain and Northern Ireland and His Royal Highness the Duke of Edinburgh,Non-acceptance would cause embarrassment to donor and U.S. Government.
38,2019,"The Honorable Kellyanne Conway, Assistant to the President and Senior Counselor","Framed photograph with signatures. Rec'd—6/10/2019. Est. Value—$2,830.00. Disposition—Purchased",Her Majesty The Queen of the United Kingdom of Great Britain and Northern Ireland and His Royal Highness the Duke of Edinburgh,Non-acceptance would cause embarrassment to donor and U.S. Government.
39,2019,"The Honorable Sarah Sanders, Assistant to the President and White House Press Secretary",Footed porcelain bowl displaying the emblem of Vietnam. Rec'd—4/1/2019. Est. Value—$440.00. Disposition—Transferred to GSA,"His Excellency Nguyen Xuan Phuc, Prime Minister of the Socialist Republic of Vietnam",Non-acceptance would cause embarrassment to donor and U.S. Government.
40,2019,"The Honorable Sarah Sanders, Assistant to the President and White House Press Secretary","
                            Framed photograph with signatures. Rec'd—6/10/2019. Est. Value—$2,830.00. Disposition—Pending transfer to GSA 
                            2
",Her Majesty The Queen of the United Kingdom of Great Britain and Northern Ireland and His Royal Highness the Duke of Edinburgh,Non-acceptance would cause embarrassment to donor and U.S. Government.
41,2019,"The Honorable Stephen Miller, Assistant to the President and Senior Advisor for Policy","Framed photograph with signatures. Rec'd—6/10/2019. Est. Value—$2,830.00. Disposition—Transferred to GSA",Her Majesty The Queen of the United Kingdom of Great Britain and Northern Ireland and His Royal Highness the Duke of Edinburgh,Non-acceptance would cause embarrassment to donor and U.S. Government.
42,2019,"The Honorable Dan Scavino, Assistant to the President and Senior Advisor for Digital Strategy","Framed photograph with signatures. Rec'd—6/10/2019. Est. Value—$2,830.00. Disposition—Transferred to GSA",Her Majesty The Queen of the United Kingdom of Great Britain and Northern Ireland and His Royal Highness the Duke of Edinburgh,Non-acceptance would cause embarrassment to donor and U.S. Government.
43,2019,"The Honorable Lindsay Reynolds, Assistant to the President and Chief of Staff to the First Lady","Framed photograph with signatures. Rec'd—6/10/2019. Est. Value—$2,830.00. Disposition—Transferred to GSA",Her Majesty The Queen of the United Kingdom of Great Britain and Northern Ireland and His Royal Highness the Duke of Edinburgh,Non-acceptance would cause embarrassment to donor and U.S. Government.
44,2019,"The Honorable Stephanie Grisham, Deputy Assistant to the President and Deputy Chief of Staff for Communications to the First Lady","Framed photograph with signatures. Rec'd—6/10/2019. Est. Value—$2,830.00. Disposition—Transferred to GSA",Her Majesty The Queen of the United Kingdom of Great Britain and Northern Ireland and His Royal Highness the Duke of Edinburgh,Non-acceptance would cause embarrassment to donor and U.S. Government.
45,2019,"The Honorable Allison Hooker, Deputy Assistant to the President and Senior Director for Asian Affairs","
                            Footed porcelain bowl displaying the emblem of Vietnam. Rec'd—4/1/2019. Est. Value—$440.00. Disposition—Pending transfer to GSA 
                            3
","His Excellency Nguyen Xuan Phuc, Prime Minister of the Socialist Republic of Vietnam",Non-acceptance would cause embarrassment to donor and U.S. Government.
46,2019,"The Honorable Matthew Pottinger, Deputy Assistant to the President and Senior Director for Asian Affairs","
                            Footed porcelain bowl displaying the emblem of Vietnam. Rec'd—4/1/2019. Est. Value—$440.00. Disposition—Pending transfer to GSA 
                            4
","His Excellency Nguyen Xuan Phuc, Prime Minister of the Socialist Republic of Vietnam",Non-acceptance would cause embarrassment to donor and U.S. Government.
47,2019,"The Honorable Matthew Pottinger, Deputy Assistant to the President and Senior Director for Asian Affairs","
                            Bottle of Japanese whisky. Rec'd—5/10/2019. Est. Value—$8,374.00. Disposition—Pending 
                            5
","His Excellency Suga Yoshihide, Chief Cabinet Secretary of Japan",Non-acceptance would cause embarrassment to donor and U.S. Government.
48,2019,"The Honorable Lisa Curtis, Deputy Assistant to the President and Senior Director for South & Central Asian Affairs","
                            Silk scarf and two yards of silk fabric. Rec'd—2/26/2019. Est. Value—$670.00. Disposition—Pending transfer to GSA 
                            6
","His Excellency Shavkat Mirziyoyev, President of the Republic of Uzbekistan",Non-acceptance would cause embarrassment to donor and U.S. Government.
49,2019,"The Honorable Lisa Curtis, Deputy Assistant to the President and Senior Director for South & Central Asian Affairs","
                            Handwoven silk carpet. Rec'd—7/11/2019. Est. Value—$9,600.00. Disposition—Pending transfer to GSAs 
                            7
","Major General Bakhodir Kurbanov, Minister of Defense of the Republic of Uzbekistan",Non-acceptance would cause embarrassment to donor and U.S. Government.
50,2019,"The Honorable Michael R. Pence, Vice President of the United States","Handwoven carpet. Rec'd—08/01/2018. Est. Value—$9,700.00. Disposition—Transferred to NARA","His Excellency Shavkat Mirziyoyev, President of the Republic of Uzbekistan",Non-acceptance would cause embarrassment to donor and U.S. Government.
51,2019,"The Honorable Michael R. Pence, Vice President of the United States","
                            Robe, book: 
                            The Constitution of the State of Kuwait,
                             medallion, and oil rig model. Rec'd—09/04/2018. Est. Value—$1,240.00. Disposition—Robe on official display.
                            8
                             Book, medallion, and oil rig model—Transferred to NARA
                        ","His Highness Sheikh Sabah Al-Ahmed Al-Jaber Al-Sabah, Amir of the State of Kuwait",Non-acceptance would cause embarrassment to donor and U.S. Government.
52,2019,"The Honorable Michael R. Pence, Vice President of the United States","Gold medallion in presentation box. Rec'd—09/20/2018. Est. Value—$4,040.00. Disposition—Transferred to NARA","His Excellency Khurelsukh Ukhnaagiin, Prime Minister of Mongolia",Non-acceptance would cause embarrassment to donor and U.S. Government.
53,2019,"The Honorable Michael R. Pence, Vice President of the United States",Two large pieces of handmade batik. Rec'd—11/14/2018. Est. Value—$640.00. Disposition—Transferred to NARA,"His Excellency Joko Widodo, President of the Republic of Indonesia",Non-acceptance would cause embarrassment to donor and U.S. Government.
54,2019,"The Honorable Michael R. Pence, Vice President of the United States","Silver Buccellati picture frame with ornate detailing. Rec'd—11/28/2018. Est. Value—$1,400.00. Disposition—Transferred to NARA","His Excellency Salem Abdullah Al-Jaber Al-Sabah, Ambassador of the State of Kuwait to the United States",Non-acceptance would cause embarrassment to donor and U.S. Government.
55,2019,"The Honorable Michael R. Pence, Vice President of the United States",Meteart Meteorite cufflinks. Rec'd—05/29/2019. Est. Value—$689.99. Disposition—Transferred to NARA,"The Right Honorable Justin Trudeau, PC, MP, Prime Minister of Canada",Non-acceptance would cause embarrassment to donor and U.S. Government.
56,2019,"The Honorable Michael R. Pence, Vice President of the United States",R.M. Williams classic craftsman boots. Rec'd—10/09/2019. Est. Value—$545.00. Disposition—Transferred to NARA,"The Honorable Scott Morrison, MP, Prime Minister of Australia",Non-acceptance would cause embarrassment to donor and U.S. Government.
57,2019,"The Honorable Michael R. Pence, Vice President of the United States","Gold-plated Hagia Sophia Virgin mosaic vase. Rec'd—10/17/2019. Est. Value—$1,300.00. Disposition—Transferred to NARA","His Excellency Recep Tayyip Erdoğan, President of the Republic of Turkey",Non-acceptance would cause embarrassment to donor and U.S. Government.
58,2019,"Mrs. Karen Pence, Second Lady of the United States",Set of wooden geometric candle holders. Rec'd—06/25/2018. Est. Value—$410.00. Disposition—Transferred to NARA,"Her Majesty Queen Rania Al Abdullah, Queen of the Hashemite Kingdom of Jordan",Non-acceptance would cause embarrassment to donor and U.S. Government.
59,2019,"Mrs. Karen Pence, Second Lady of the United States",Christofle silver frame with picture of Mrs. Pence receiving Kuwait Humanitarian Award. Rec'd—11/02/2018. Est. Value—$400.00. Disposition—Transferred to NARA,"His Excellency Salem Abdullah Al-Jaber Al-Sabah, Ambassador of the State of Kuwait to the United States",Non-acceptance would cause embarrassment to donor and U.S. Government.
60,2019,"Mrs. Karen Pence, Second Lady of the United States","
                            Two gold-tone leaf place card holders, Singapore Botanical Garden framed print, and clutch. Rec'd—11/16/2018. Est. Value—$1,200.00. Disposition—Place card holders and print on official display.
                            9
                             Clutch—Transferred to NARA
                        ","His Excellency Lee Hsien Loong, Prime Minister of the Republic of Singapore",Non-acceptance would cause embarrassment to donor and U.S. Government.
61,2019,"Mrs. Karen Pence, Second Lady of the United States","Handwoven carpet. Rec'd—04/23/2019. Est. Value—$6,600.00. Disposition—Transferred to NARA","His Excellency Mohammad Ashraf Ghani, President of the Islamic Republic of Afghanistan",Non-acceptance would cause embarrassment to donor and U.S. Government.
62,2019,"The Honorable Michael R. Pompeo, Secretary of State of the United States","
                            Book: 
                            Above Two Seas
                             and sterling silver letter opener. Rec'd—1/15/2019. Est. Value—$1,399.00. Disposition—Transferred to GSA
                        ","His Royal Highness Prince Salman bin Hamad Al-Khalifa, Crown Prince, Deputy Supreme Commander, and First Deputy Prime Minister of the Kingdom of Bahrain",Non-acceptance would cause embarrassment to donor and U.S. Government.
63,2019,"The Honorable Michael R. Pompeo, Secretary of State of the United States",Blue suitcase containing formal male and female dishdashas and perfumes. Rec'd—3/20/2019. Est. Value—$915.00. Disposition—On official display at the National Museum of American Diplomacy,"His Highness Sheikh Sabah Al-Ahmed Al-Jaber Al-Sabah, Amir of the State of Kuwait",Non-acceptance would cause embarrassment to donor and U.S. Government.
64,2019,"The Honorable Michael R. Pompeo, Secretary of State of the United States","Eagle statue. Rec'd—3/28/2019. Est. Value—$1,670.00. Disposition—Transferred to GSA","His Royal Highness Prince Khalid bin Salman Al Saud, Deputy Minister of Defense of the Kingdom of Saudi Arabia",Non-acceptance would cause embarrassment to donor and U.S. Government.
65,2019,"The Honorable Michael R. Pompeo, Secretary of State of the United States","Water droplet sculpture. Rec'd—4/18/2019. Est. Value—$1,100.00. Disposition—On official display at the National Museum of American Diplomacy","His Highness Sheikh Abdullah bin Zayed Al Nahyan, Minister of Foreign Affairs and International Cooperation of the United Arab Emirates",Non-acceptance would cause embarrassment to donor and U.S. Government
66,2019,"The Honorable Michael R. Pompeo, Secretary of State of the United States","
                            Bottle of Japanese whisky. Rec'd—6/24/2019. Est. Value—$5,800.00. Disposition—Unknown 
                            10
",The Government of Japan,Non-acceptance would cause embarrassment to donor and U.S. Government
67,2019,"The Honorable Michael R. Pompeo, Secretary of State of the United States","Lapis bowl and lapis tray. Rec'd—6/27/2019. Est. Value—$1,030.00. Disposition—On official display at the National Museum of American Diplomacy","Mr. Hamid Karzai, Former President of the Islamic Republic of Afghanistan",Non-acceptance would cause embarrassment to donor and U.S. Government.
68,2019,"The Honorable Michael R. Pompeo, Secretary of State of the United States","Silk Samarkand-Bukhara style carpet. Rec'd—7/14/2019. Est. Value—$9,600.00. Disposition—Transferred to GSA","His Excellency Shavkat Mirziyoyev, President of the Republic of Uzbekistan",Non-acceptance would cause embarrassment to donor and U.S. Government.
69,2019,"The Honorable Michael R. Pompeo, Secretary of State of the United States",Four-piece metal artwork. Rec'd—9/1/2019. Est. Value—$440.00. Disposition—Transferred to GSA,"His Highness Sheikh Mohammad bin Zayed Al Nahyan, Crown Prince of the United Arab Emirates",Non-acceptance would cause embarrassment to donor and U.S. Government.
70,2019,"The Honorable Michael R. Pompeo, Secretary of State of the United States","William and Son clock. Rec'd—9/17/2019. Est. Value—$1,375.00. Disposition—Pending transfer to GSA","His Royal Highness Prince Salman bin Hamad Al-Khalifa, Crown Prince, Deputy Supreme Commander, and First Deputy Prime Minister of the Kingdom of Bahrain",Non-acceptance would cause embarrassment to donor and U.S. Government.
71,2019,"The Honorable Michael R. Pompeo, Secretary of State of the United States",Framed print of city of Pacentro. Rec'd—10/1/2019. Est. Value—$425.00. Disposition—Purchased,"The Honorable Guido Angelilli, Mayor of Pacentro, Italian Republic",Non-acceptance would cause embarrassment to donor and U.S. Government.
72,2019,"The Honorable Michael R. Pompeo, Secretary of State of the United States","Five books of Pope Francis' declarations, ceramic tile of the Gardens at the Vatican, Book of Human Fraternity Meeting document. Rec'd—10/4/2019. Est. Value—$490.00. Disposition—On official display at the National Museum of American Diplomacy",His Holiness Pope Francis,Non-acceptance would cause embarrassment to donor and U.S. Government.
73,2019,"The Honorable Michael R. Pompeo, Secretary of State of the United States",Silver-plated falcon statue. Rec'd—11/5/2019. Est. Value—$590.00. Disposition—On official display at the National Museum of American Diplomacy,"His Excellency Adel Al Jubeir, Minister of State for Foreign Affairs of the Kingdom of Saudi Arabia",Non-acceptance would cause embarrassment to donor and U.S. Government.
74,2019,"The Honorable Michael R. Pompeo, Secretary of State of the United States","Large carpet. Rec'd—11/22/2019. Est. Value—$9,800.00. Disposition—Pending transfer to GSA","His Highness Sheikh Abdullah bin Zayed Al Nahyan, Minister of Foreign Affairs and International Cooperation of the United Arab Emirates",Non-acceptance would cause embarrassment to donor and U.S. Government
75,2019,"Mrs. Susan Pompeo, Spouse of the Secretary of State of the United States",Candle set. Rec'd—1/8/2019. Est. Value—$525.00. Disposition—Transferred to GSA,Their Majesties King Abdullah II ibn Al Hussein and Queen Rania Al Abdullah of the Hashemite Kingdom of Jordan,Non-acceptance would cause embarrassment to donor and U.S. Government.
76,2019,"Mrs. Susan Pompeo, Spouse of the Secretary of State of the United States","Silver and pearl collar necklace. Rec'd—1/10/2019. Est. Value—$1,925.00. Disposition—On official display at the National Museum of American Diplomacy","Major General Abbas Kamel, Director of the Egyptian General Intelligence Service",Non-acceptance would cause embarrassment to donor and U.S. Government.
77,2019,"Mrs. Susan Pompeo, Spouse of the Secretary of State of the United States",Roman glass necklace and earrings and Michal Negrin scarf. Rec'd—3/21/2019. Est. Value—$490.00. Disposition—Purchased,"Mrs. Sara Netanyahu, Spouse of the Prime Minister of the State of Israel",Non-acceptance would cause embarrassment to donor and U.S. Government.
78,2019,"The Honorable Sean Lawler, Chief of Protocol of the United States","Ruby cufflinks. Rec'd—3/6/2019. Est. Value—$1,290.00. Disposition—Transferred to GSA","Mrs. Barbora Loudova, Head of the Protocol Department and Foreign Relations of the Office of the Government of the Czech Republic",Non-acceptance would cause embarrassment to donor and U.S. Government.
79,2019,"The Honorable Thomas Shannon, Under Secretary of State for Political Affairs","Swarovski crystal phoenix. Rec'd—3/8/2018. Est. Value—$1,700.00. Disposition—Transferred to GSA",Government of the Republic of Uzbekistan,Non-acceptance would cause embarrassment to donor and U.S. Government.
80,2019,"Mr. Sahar Khoury-Kincannon, Near East and Africa Political Advisor",Hermes silk scarf. Rec'd—2/4/2019. Est. Value—$500.00. Disposition—Transferred to GSA,"Mr. Ahmed Krayyem, Chairman of the Salahuddin Local Council, Republic of Iraq",Non-acceptance would cause embarrassment to donor and U.S. Government.
81,2019,"Ms. Nicole Fasano, Protocol Officer",Large carpet. Rec'd—2/14/2019. Est. Value—$780.00. Disposition—Transferred to GSA,The Government of the Islamic Republic of Afghanistan,Non-acceptance would cause embarrassment to donor and U.S. Government.
82,2019,"The Honorable Kenneth I. Juster, U.S. Ambassador to the Republic of India","Red music box and silver picture frame. Rec'd—2/25/2019. Est. Value—$2,180.00. Disposition—Transferred to GSA","Mr. Mukesh Dhirubhai Ambani, Chairman and Managing Director, Republic of India",Non-acceptance would cause embarrassment to donor and U.S. Government.
83,2019,"Mr. George P. Kent, Deputy Assistant Secretary of State, European and Eurasian Bureau","Silver jug, three cups, and one small plate. Rec'd—5/1/2019. Est. Value—$500.00. Disposition—On official display","Mr. Shamsaddin Khanbabeyev, Executive Committee Khachmaz, Khahmaz, Republic of Azerbaijan",Non-acceptance would cause embarrassment to donor and U.S. Government.
84,2019,"Ms. Natalie Baker, Chargé d'affaires, Libya External Office","Omega watch. Rec'd—8/5/2019. Est. Value—$4,083.00. Disposition—Transferred to GSA",Counsel of the State of Libya,Non-acceptance would cause embarrassment to donor and U.S. Government.
85,2019,"Ms. Eugenia Davis, United Arab Emirates Desk Officer",Mozart ballpoint pen and small tray. Rec'd—9/10/2019. Est. Value—$515.00. Disposition—Transferred to GSA,"His Excellency Shayma Gorgash, Deputy Chief of Mission of the United Arab Emirates Embassy",Non-acceptance would cause embarrassment to donor and U.S. Government.
86,2019,"Mr. Kyle Maxwell, Senior Protocol Officer",Baume & Mercier watch. Rec'd—9/16/2019. Est. Value—$790.00. Disposition—Transferred to GSA,"His Royal Highness Prince Salman bin Hamad Al-Khalifa, Crown Prince, Deputy Supreme Commander, and First Deputy Prime Minister of the Kingdom of Bahrain",Non-acceptance would cause embarrassment to donor and U.S. Government.
87,2019,"Ms. Jennifer Wham, Protocol Officer",Louis Erard watch. Rec'd—9/16/2019. Est. Value—$790.00. Disposition—Transferred to GSA,"His Royal Highness Prince Salman bin Hamad Al-Khalifa, Crown Prince, Deputy Supreme Commander, and First Deputy Prime Minister of the Kingdom of Bahrain",Non-acceptance would cause embarrassment to donor and U.S. Government.
